"modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLatitude","decimalLongitude","occurrenceRemarks","acceptedNameUsage","occurrenceID","comments","bibliographicCitation"
"","IAP","PACA-AGP","58320","Dahlstedtia lewisiana","","Fabaceae","Dahlstedtia","lewisiana","","M.J. Silva & A.M.G. Azevedo","Silva, M. J. & Azevedo Tozzi, A. M. G.",2012,"","3667","","P. R. Reitz",1950,10,19,"Brazil","Sc","Brusque","Santa Luzia",,,"HBR 6503.&nf;capoeira ao lado do caminho, flores colhidas em 21.05.1953 Habitat: in secundariis Fenofase: flor Hábito: árvore","Dahlstedtia lewisiana M.J. Silva & A.M.G. Azevedo","",,"GBIF"
