"","id","countryCode","establishmentMeans","occurrenceRemarks","location"
"20850",24795,"BR","NATIVA","Não endemica/Amazônia","BR-RR-BR-RO-BR-PA-BR-AM-BR-AC-BR-MT"
"20851",39472,"BR","NATIVA","Endemica/Amazônia","BR-PA"
"20852",24796,"BR","NATIVA","/Amazônia","BR-PA-BR-AM-BR-AC"
"20853",111832,"BR","NATIVA","Não endemica/Amazônia","BR-AM"
"20854",582051,"BR","NATIVA","Não endemica/","BR-PR-BR-RS-BR-RJ-BR-MT-BR-RO"
"20855",39481,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Mata Atlântica","BR-PE-BR-BA-BR-MA-BR-RO-BR-PA-BR-AM"
"20856",24806,"BR","NATIVA","Não endemica/Amazônia","BR-BA-BR-RO-BR-PA-BR-AM-BR-AC"
"20857",91877,"BR","NATIVA","Não endemica/Cerrado-Não endemica/Mata Atlântica","BR-MG-BR-SC"
"20858",12620,"BR","NATIVA","Endemica/Caatinga-Endemica/Cerrado-Endemica/Mata Atlântica","BR-PR-BR-SC-BR-RS-BR-PE-BR-SP-BR-RJ-BR-MG"
"20859",6098,"BR","NATIVA","Endemica/Mata Atlântica","BR-BA"
"20860",24811,"BR","NATIVA","Não endemica/Amazônia","BR-PA-BR-AM-BR-AC"
"20861",24815,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Mata Atlântica","BR-ES-BR-BA-BR-PA-BR-AP-BR-AM-BR-AC"
"20862",39499,"BR","NATIVA","Endemica/Amazônia","BR-AM"
"20863",24814,"BR","NATIVA","Não endemica/Amazônia","BR-AM-BR-AC"
"20864",14518,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Caatinga-Não endemica/Cerrado-Não endemica/Mata Atlântica","BR-GO-BR-DF-BR-TO-BR-PI-BR-SP-BR-MG-BR-BA-BR-MT-BR-MS"
"20865",39502,"BR","NATIVA","Endemica/Amazônia","BR-PA"
"20866",21019,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Caatinga","BR-PI-BR-MA-BR-PA-BR-AM-BR-AC-BR-MT"
"20867",14509,"BR","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-MG-BR-ES-BR-BA"
"20868",39489,"BR","NATIVA","Endemica/Amazônia","BR-AM"
"20869",39488,"BR","NATIVA","Endemica/Amazônia","BR-AM"
"20870",39478,"BR","NATIVA","Endemica/Amazônia","BR-PA"
"20871",39486,"BR","NATIVA","Endemica/Amazônia","BR-AM"
"20872",39490,"BR","NATIVA","Endemica/Amazônia","BR-AM"
"20873",25824,"BR","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-ES-BR-SC-BR-PR-BR-BA"
"20874",582052,"BR","NATIVA","Não endemica/","BR-PR-BR-SC-BR-RS-BR-MG-BR-SP-BR-RJ-BR-GO-BR-AC"
"20875",37858,"BR","NATIVA","Endemica/Amazônia","BR-MT-BR-RO"
"20876",137927,"BR","NATIVA","Não endemica/Amazônia","BR-AC"
"20877",21021,"BR","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-BA"
"20878",39505,"BR","NATIVA","Endemica/Amazônia","BR-RO-BR-AM"
"20879",39500,"BR","NATIVA","Endemica/Amazônia","BR-AM"
"20880",24813,"BR","NATIVA","Endemica/Amazônia","BR-PA-BR-AC"
"20881",39504,"BR","NATIVA","Endemica/Amazônia","BR-MA-BR-PA-BR-AP"
"20882",39508,"BR","NATIVA","Endemica/Amazônia","BR-AM"
"20883",39506,"BR","NATIVA","Endemica/Amazônia","BR-RO-BR-AM"
"20884",24817,"BR","NATIVA","/Amazônia","BR-AM-BR-AC"
"20885",39509,"BR","NATIVA","Endemica/Amazônia","BR-PA-BR-AM"
"20886",14514,"BR","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-ES-BR-SE-BR-PE-BR-CE-BR-BA"
"20887",39514,"BR","NATIVA","Não endemica/Amazônia","BR-AM"
"20888",39512,"BR","NATIVA","Endemica/Amazônia","BR-AM"
"20889",39516,"BR","NATIVA","Não endemica/Amazônia","BR-RR"
"20890",39542,"BR","NATIVA","Não endemica/Amazônia","BR-AM"
"20891",39517,"BR","NATIVA","Não endemica/Amazônia","BR-PA-BR-AP"
"20892",39520,"BR","NATIVA","Não endemica/Amazônia","BR-AM-BR-AP"
"20893",39528,"BR","NATIVA","Não endemica/Amazônia","BR-AM"
"20894",14517,"BR","NATIVA","Endemica/Mata Atlântica","BR-RJ"
"20895",39524,"BR","NATIVA","Endemica/Amazônia","BR-AM"
"20896",39526,"BR","NATIVA","Endemica/Amazônia","BR-AM"
"20897",39527,"BR","NATIVA","Endemica/Amazônia","BR-AM-BR-PA-BR-AP"
"20898",21013,"BR","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-PI-BR-MA"
"20899",39529,"BR","NATIVA","Não endemica/Amazônia","BR-AM"
"20900",32763,"BR","NATIVA","Não endemica/Cerrado","BR-PI-BR-TO-BR-SP-BR-MG-BR-BA-BR-MT-BR-MS-BR-GO-BR-DF"
"20901",92116,"BR","NATIVA","Não endemica/Mata Atlântica","BR-GO-BR-MS-BR-SP-BR-RJ-BR-MG-BR-ES-BR-SC-BR-PR-BR-MT"
"20902",92110,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Caatinga","BR-PI-BR-MA-BR-TO-BR-PE-BR-CE-BR-PA-BR-GO"
"20903",39539,"BR","NATIVA","Não endemica/Amazônia","BR-AM"
"20904",16603,"BR","NATIVA","Endemica/Caatinga","BR-BA"
"20905",39536,"BR","NATIVA","Não endemica/Amazônia","BR-PA-BR-AP"
"20906",39541,"BR","NATIVA","Não endemica/Amazônia","BR-RR-BR-PA-BR-AM"
"20907",96107,"BR","NATIVA","Não endemica/Amazônia","BR-PA"
"20908",96775,"BR","NATIVA","Não endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-ES-BR-PR-BR-MA"
"20909",32765,"BR","NATIVA","Não endemica/Caatinga-Não endemica/Cerrado-Não endemica/Mata Atlântica-Não endemica/Pantanal","BR-SP-BR-RJ-BR-MG-BR-ES-BR-SC-BR-RS-BR-PR-BR-SE-BR-RN-BR-PI-BR-PE-BR-PB-BR-MA-BR-CE-BR-BA-BR-AL-BR-TO-BR-MT-BR-MS-BR-GO-BR-DF"
"20910",1701,"BR","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-ES-BR-SC-BR-RS-BR-PR"
"20911",16457,"BR","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-BA-BR-TO-BR-GO"
"20912",25070,"BR","NATIVA","Endemica/Cerrado","BR-MG"
"20913",137934,"BR","NATIVA","Endemica/Amazônia","BR-AM"
"20914",104149,"BR","NATIVA","Não endemica/","BR-RJ-BR-ES-BR-BA"
"20915",79858,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Cerrado","BR-RR-BR-RO-BR-PA-BR-AC-BR-MT"
"20916",112124,"BR","NATIVA","Não endemica/","BR-SP"
"20917",109493,"BR","NATIVA","Não endemica/","BR-SP-BR-SC-BR-PA"
"20918",26229,"BR","NATIVA","Não endemica/Cerrado","BR-MT-BR-GO"
"20919",112122,"BR","NATIVA","Não endemica/","BR-SP"
"20920",478,"BR","NATIVA","Endemica/Mata Atlântica","BR-RJ"
"20921",137930,"BR","NATIVA","Não endemica/Amazônia","BR-AM"
"20922",116682,"BR","NATIVA","Endemica/","BR-SP"
"20923",114523,"BR","NATIVA","Não endemica/","BR-SP"
"20924",116651,"BR","NATIVA","Não endemica/","BR-SP"
"20925",22062,"BR","NATIVA","Não endemica/Amazônia","BR-AP"
"20926",109490,"BR","NATIVA","Não endemica/","BR-SC"
"20927",109491,"BR","NATIVA","Não endemica/","BR-SC"
"20928",116659,"BR","NATIVA","Não endemica/","BR-SP"
"20929",111971,"BR","NATIVA","Não endemica/Pantanal","BR-MS"
"20930",5163,"BR","NATIVA","Endemica/Caatinga-Endemica/Cerrado-Endemica/Mata Atlântica","BR-RS-BR-PR-BR-PE-BR-BA-BR-SP-BR-RJ-BR-MG-BR-ES-BR-SC"
"20931",39857,"BR","NATIVA","Endemica/Mata Atlântica","BR-PR"
"20932",101479,"BR","NATURALIZADA","Não endemica/Caatinga-Não endemica/Cerrado-Não endemica/Mata Atlântica-Não endemica/Pampa","BR-SP-BR-MG-BR-SC-BR-RS-BR-PR-BR-RN-BR-RO-BR-MT-BR-GO-BR-DF"
"20933",31744,"BR","NATIVA","Endemica/Cerrado","BR-MG"
"20934",15011,"BR","NATIVA","Não endemica/Cerrado-Não endemica/Pantanal","BR-MT-BR-MS"
"20935",123005,"BR","NATIVA","Não endemica/","BR-BA"
"20936",13444,"BR","NATIVA","Endemica/Amazônia-Endemica/Cerrado-Endemica/Mata Atlântica","BR-MT-BR-SP-BR-RJ-BR-MG-BR-PR-BR-AP-BR-MS-BR-DF"
"20937",98571,"BR","NATIVA","Não endemica/","BR-SP-BR-SC-BR-RS-BR-BA"
"20938",14601,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Mata Atlântica","BR-MA-BR-BA-BR-PA-BR-AM"
"20939",94072,"BR",NA,NA,"BR-SP-BR-MG"
"20940",21316,"BR","NATIVA","Endemica/Caatinga","BR-BA"
"20941",32818,"BR","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-ES-BR-SC-BR-PR-BR-GO-BR-DF"
"20942",21138,"BR","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-BA"
"20943",120016,"BR","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-SP-BR-MG-BR-GO"
"20944",14596,"BR","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-ES-BR-SC-BR-PR-BR-BA-BR-GO"
"20945",464,"BR","NATIVA","Endemica/Mata Atlântica","BR-ES-BR-PE-BR-BA"
"20946",21137,"BR","NATIVA","Endemica/Caatinga-Endemica/Mata Atlântica","BR-BA"
"20947",14749,"BR","NATIVA","Endemica/Caatinga-Endemica/Cerrado-Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-ES-BR-BA"
"20948",24845,"BR","NATIVA","Não endemica/Amazônia","BR-AC"
"20949",102309,"BR","NATIVA","Endemica/Amazônia-Endemica/Mata Atlântica","BR-PE-BR-MA-BR-TO"
"20950",14599,"BR","NATIVA","Endemica/","NA"
"20951",14564,"BR","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-ES-BR-BA-BR-DF"
"20952",29858,"BR","NATIVA","Não endemica/Cerrado-Não endemica/Mata Atlântica","BR-SP-BR-MG-BR-PR-BR-BA-BR-MS-BR-GO-BR-DF"
"20953",14626,"BR","NATIVA","Não endemica/Mata Atlântica","BR-SP-BR-MG-BR-SC-BR-RS-BR-PR"
"20954",23251,"BR","NATIVA","Não endemica/Amazônia","BR-AC"
"20955",88028,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Cerrado-Não endemica/Mata Atlântica","BR-MG-BR-BA-BR-RR-BR-PA-BR-AP-BR-AM-BR-MT"
"20956",14598,"BR","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-SC-BR-RS-BR-PR"
"20957",24846,"BR","NATIVA","Não endemica/Amazônia","BR-RO-BR-AP-BR-AM-BR-AC"
"20958",14605,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Caatinga-Não endemica/Cerrado-Não endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-ES-BR-SC-BR-PR-BR-RN-BR-PI-BR-PE-BR-CE-BR-BA-BR-AL-BR-RR-BR-GO"
"20959",14603,"BR","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-SC-BR-PR"
"20960",92366,"BR",NA,"/Mata Atlântica","BR-SP-BR-SC-BR-RS"
"20961",105947,"BR","NATIVA",NA,"BR-SP-BR-RJ"
"20962",21139,"BR","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-PI-BR-BA-BR-GO-BR-DF"
"20963",104148,"BR","NATIVA","Não endemica/","BR-RJ-BR-SC-BR-RS"
"20964",98957,"BR","NATIVA","Não endemica/","BR-SP-BR-RJ-BR-SC-BR-RS-BR-PR-BR-RN-BR-PE"
"20965",111145,"BR","CULTIVADA","Não endemica/Caatinga-Não endemica/Mata Atlântica-Não endemica/Pampa","BR-SP-BR-RJ-BR-RS-BR-RN"
"20966",137932,"BR",NA,"/Mata Atlântica","BR-PR"
"20967",108381,"BR",NA,"/Mata Atlântica","BR-RS"
"20968",21140,"BR","NATIVA","Endemica/Cerrado","BR-MG"
"20969",88042,"BR","NATIVA","Não endemica/Amazônia","BR-RO-BR-AM"
"20970",14646,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Cerrado-Não endemica/Mata Atlântica-Não endemica/Pantanal","BR-SP-BR-RJ-BR-MG-BR-ES-BR-PR-BR-PA-BR-AM-BR-MT-BR-MS-BR-GO"
"20971",88043,"BR","NATIVA","Não endemica/Amazônia","BR-PA-BR-AP"
"20972",24847,"BR","NATIVA","Não endemica/Amazônia","BR-RO-BR-PA-BR-AC-BR-MT"
"20973",14604,"BR","NATIVA","Não endemica/Mata Atlântica","BR-SP-BR-SC-BR-RS-BR-PR"
"20974",102858,"BR","NATIVA","Endemica/Cerrado","BR-MA"
"20975",14633,"BR","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG"
"20976",14627,"BR","NATIVA","Endemica/Mata Atlântica","BR-RJ"
"20977",14630,"BR","NATIVA","Endemica/Caatinga-Endemica/Mata Atlântica","BR-RN-BR-PE-BR-PB-BR-CE-BR-BA"
"20978",14632,"BR","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-SC-BR-PR"
"20979",14644,"BR","NATIVA","Não endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-SC-BR-RS-BR-PR-BR-BA"
"20980",14654,"BR","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-ES-BR-BA"
"20981",21141,"BR","NATIVA","Endemica/Caatinga-Endemica/Mata Atlântica","BR-SP-BR-MG-BR-PE-BR-PB-BR-CE-BR-BA-BR-AL"
"20982",32825,"BR","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-SP-BR-MG-BR-GO"
"20983",21144,"BR","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-SE-BR-PE-BR-PB-BR-BA-BR-GO"
"20984",88049,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Caatinga-Não endemica/Cerrado","BR-PA-BR-RN-BR-PI-BR-MA-BR-CE-BR-TO-BR-RR-BR-AP-BR-AM-BR-MT"
"20985",102334,"BR","NATIVA","Endemica/Caatinga-Endemica/Cerrado-Endemica/Mata Atlântica","BR-PI-BR-RJ-BR-MG-BR-BA"
"20986",582053,"BR","NATIVA","Não endemica/","BR-PR-BR-SC-BR-RS-BR-ES-BR-SP-BR-RJ-BR-PE-BR-BA-BR-PA-BR-AP"
"20987",31815,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Cerrado-Não endemica/Mata Atlântica","BR-RO-BR-MA-BR-RR-BR-PA-BR-AP-BR-AM-BR-MT"
"20988",14641,"BR","NATIVA","Não endemica/Mata Atlântica-Não endemica/Pampa","BR-SP-BR-MG-BR-SC-BR-RS-BR-PR-BR-MS"
"20989",14753,"BR","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-MG-BR-ES"
"20990",102335,"BR","NATIVA","Não endemica/Cerrado-Não endemica/Mata Atlântica-Não endemica/Pampa","BR-RS-BR-MS"
"20991",88045,"BR","NATIVA","Não endemica/Amazônia","BR-MA-BR-RR-BR-RO-BR-AP-BR-AM-BR-AC"
"20992",14648,"BR","NATIVA","/Amazônia-/Cerrado-/Mata Atlântica-/Pantanal","BR-RJ-BR-MG-BR-ES-BR-MA-BR-BA-BR-PA-BR-AC-BR-MT-BR-GO"
"20993",24851,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Cerrado-Não endemica/Mata Atlântica","BR-MG-BR-ES-BR-RO-BR-AM-BR-AC-BR-MS-BR-GO"
"20994",21143,"BR","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-MG-BR-SE-BR-PE-BR-PB-BR-CE-BR-BA-BR-GO-BR-DF"
"20995",14651,"BR","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-MG-BR-PR"
"20996",21145,"BR","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-MG-BR-RN-BR-PE-BR-CE-BR-BA"
"20997",33981,"BR","NATIVA","Não endemica/Amazônia","BR-PA-BR-AP-BR-AM"
"20998",33982,"BR","NATIVA","Endemica/Amazônia","BR-PA-BR-AM"
"20999",32827,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Cerrado-Não endemica/Mata Atlântica","BR-SP-BR-MG-BR-PA-BR-MS-BR-GO"
"21000",102336,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Cerrado-Não endemica/Mata Atlântica","BR-MS-BR-SP-BR-MG-BR-AM-BR-MT-BR-GO-BR-DF"
"21001",14667,"BR","NATIVA","Não endemica/Mata Atlântica","BR-SP-BR-PR-BR-AL"
"21002",21150,"BR","NATIVA","Endemica/Caatinga","BR-CE-BR-BA"
"21003",83461,"BR","NATIVA","Não endemica/Amazônia","BR-RO-BR-PA-BR-AM"
"21004",83462,"BR","NATIVA","Não endemica/Amazônia","BR-RR"
"21005",105945,"BR","NATIVA",NA,"BR-SC-BR-RS-BR-PR"
"21006",105939,"BR","NATIVA",NA,"BR-RJ-BR-ES-BR-BA"
"21007",105943,"BR","NATIVA",NA,"BR-RJ-BR-ES-BR-BA"
"21008",105014,"BR","NATIVA",NA,"BR-RS"
"21009",96105,"BR","NATIVA","Não endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-ES-BR-SC-BR-RS"
"21010",95281,"BR",NA,"/Mata Atlântica","BR-SP-BR-RJ-BR-SC-BR-RS-BR-PR-BR-BA"
"21011",108695,"BR",NA,"/Mata Atlântica","BR-SC-BR-RS"
"21012",5871,"BR","NATIVA","Endemica/Mata Atlântica","BR-AL"
"21013",1070,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Cerrado-Não endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-ES-BR-CE-BR-BA-BR-RO-BR-AC"
"21014",34226,"BR","NATIVA","Endemica/Mata Atlântica","BR-PE-BR-PB-BR-BA"
"21015",16574,"BR","NATIVA","Endemica/Mata Atlântica","BR-SE-BR-RN-BR-PE-BR-PB-BR-BA-BR-AL"
"21016",102399,"BR","NATIVA","Não endemica/Mata Atlântica","BR-RS"
"21017",29482,"BR","NATIVA","Endemica/Cerrado","BR-MS"
"21018",14756,"BR","NATIVA","Não endemica/Mata Atlântica","BR-SC-BR-RS-BR-PR"
"21019",14728,"BR","NATIVA","Endemica/Mata Atlântica","BR-SC-BR-RS"
"21020",108632,"BR","NATIVA","Endemica/Cerrado","BR-TO-BR-GO"
"21021",26122,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Caatinga","BR-BA-BR-RN-BR-PE-BR-PB-BR-CE-BR-PA-BR-AM-BR-AC"
"21022",14736,"BR","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-SC-BR-RS-BR-PR"
"21023",14743,"BR","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-ES"
"21024",14803,"BR","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-ES"
"21025",14752,"BR","NATIVA","Endemica/Mata Atlântica","BR-RS-BR-PR-BR-SP-BR-RJ-BR-MG-BR-SC"
"21026",14748,"BR","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-ES-BR-PR-BR-PE-BR-BA"
"21027",101622,"BR","NATIVA","Não endemica/Mata Atlântica","BR-PR"
"21028",102398,"BR","NATIVA","Endemica/Caatinga-Endemica/Mata Atlântica","BR-BA"
"21029",24884,"BR","NATIVA","Não endemica/Amazônia","BR-AC"
"21030",14672,"BR","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-MG-BR-ES-BR-BA"
"21031",14671,"BR","NATIVA","Não endemica/Amazônia","BR-MG-BR-PB-BR-RR-BR-AC"
"21032",102343,"BR","NATIVA","Não endemica/Mata Atlântica","BR-RS"
"21033",21151,"BR","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-RN-BR-PI-BR-BA-BR-MT"
"21034",90707,"BR","NATIVA","Não endemica/Amazônia","BR-AM"
"21035",14764,"BR","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG"
"21036",24883,"BR","NATIVA","Não endemica/Amazônia","BR-AM-BR-PA-BR-AC"
"21037",109848,"BR","NATIVA","Não endemica/Cerrado","BR-MG-BR-BA-BR-MS-BR-GO"
"21038",102859,"BR","NATIVA","Endemica/Amazônia-Endemica/Caatinga-Endemica/Cerrado","BR-PI-BR-PE-BR-MA-BR-CE-BR-PA"
"21039",21162,"BR","NATIVA","Endemica/Caatinga","BR-PI-BR-MA"
"21040",24888,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Cerrado","BR-AP-BR-RO-BR-PA-BR-AM-BR-AC-BR-MT-BR-GO"
"21041",29882,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Caatinga-Não endemica/Cerrado-Não endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-ES-BR-SC-BR-RS-BR-PR-BR-SE-BR-RN-BR-PI-BR-PE-BR-PB-BR-MA-BR-CE-BR-BA-BR-AL-BR-RR-BR-RO-BR-PA-BR-AP-BR-AM-BR-MT-BR-MS-BR-GO-BR-DF"
"21042",14720,"BR","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-PR"
"21043",29879,"BR","NATIVA","Endemica/Amazônia-Endemica/Caatinga-Endemica/Cerrado","BR-MG-BR-PI-BR-PE-BR-MA-BR-CE-BR-BA-BR-TO-BR-PA-BR-MS-BR-GO"
"21044",21160,"BR","NATIVA","Endemica/Amazônia-Endemica/Cerrado-Endemica/Mata Atlântica","BR-BA-BR-MT-BR-GO"
"21045",14757,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Caatinga-Não endemica/Cerrado-Não endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-ES-BR-SE-BR-PI-BR-PE-BR-PB-BR-MA-BR-CE-BR-BA-BR-TO-BR-RR-BR-RO-BR-PA-BR-AP-BR-AM-BR-AC-BR-MT-BR-GO-BR-DF"
"21046",101634,"BR","NATIVA","Endemica/Mata Atlântica","BR-MG"
"21047",105844,"BR","NATIVA",NA,"BR-SC"
"21048",582054,"BR","NATIVA","Não endemica/","BR-SC"
"21049",106162,"BR","NATIVA",NA,"BR-SP-BR-RJ-BR-SC-BR-RS-BR-PR"
"21050",105221,"BR","NATIVA",NA,"BR-RJ-BR-ES-BR-BA"
"21051",105848,"BR","NATIVA",NA,"BR-SC-BR-RS-BR-BA"
"21052",104650,"BR","NATIVA","Não endemica/","BR-RJ-BR-RS"
"21053",106161,"BR","NATIVA",NA,"BR-RJ-BR-ES-BR-SC-BR-RS-BR-PR-BR-BA"
"21054",17090,"BR","CULTIVADA","Não endemica/Amazônia-Não endemica/Caatinga-Não endemica/Cerrado-Não endemica/Mata Atlântica-Não endemica/Pantanal","BR-MS-BR-RJ-BR-PE-BR-PB-BR-BA-BR-RO-BR-PA-BR-AM-BR-GO-BR-DF"
"21055",14708,"BR","NATIVA","Endemica/Mata Atlântica","BR-BA-BR-MG-BR-ES"
"21056",14807,"BR","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-ES"
"21057",93908,"BR",NA,NA,"BR-RJ-BR-MG"
"21058",95277,"BR",NA,"/Mata Atlântica","BR-SP-BR-SC-BR-RS-BR-PE"
"21059",108379,"BR",NA,"/Mata Atlântica","BR-SP"
"21060",116721,"BR","NATIVA","Não endemica/Cerrado-Não endemica/Pantanal","BR-MS"
"21061",30058,"BR","NATIVA","Endemica/Cerrado","BR-MG"
"21062",1035,"BR","NATIVA","Não endemica/Amazônia","BR-AP"
"21063",14733,"BR","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-ES-BR-SE-BR-PE-BR-PB-BR-BA-BR-AL"
"21064",21423,"BR","NATIVA","Endemica/Mata Atlântica","BR-SE-BR-BA-BR-AL"
"21065",14843,"BR","NATIVA","Endemica/Mata Atlântica","BR-MG-BR-ES-BR-BA"
"21066",14828,"BR","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-ES-BR-PE"
"21067",14824,"BR","NATIVA","Endemica/Mata Atlântica","BR-SC-BR-RS-BR-PR"
"21068",14818,"BR","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-MG"
"21069",104688,"BR","NATIVA","Não endemica/","BR-AP"
"21070",14802,"BR","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-MG-BR-ES-BR-BA"
"21071",102197,"BR","NATIVA","Não endemica/Pantanal","BR-MS"
"21072",24894,"BR","NATIVA","Não endemica/Amazônia","BR-RO-BR-AM-BR-AC"
"21073",14796,"BR","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-SC-BR-PR"
"21074",14781,"BR","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-ES-BR-SC-BR-PR-BR-BA"
"21075",14780,"BR","NATIVA","Não endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-ES-BR-SC-BR-RS-BR-PR"
"21076",14778,"BR","NATIVA","Não endemica/Cerrado-Não endemica/Mata Atlântica","BR-RS-BR-PR-BR-MT-BR-MS"
"21077",14777,"BR","NATIVA","Não endemica/Mata Atlântica-Não endemica/Pampa","BR-SP-BR-RJ-BR-MG-BR-SC-BR-RS-BR-PR"
"21078",14775,"BR","NATIVA","Não endemica/Cerrado-Não endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-ES-BR-SC-BR-RS-BR-PR-BR-BA-BR-MS-BR-GO-BR-DF"
"21079",88088,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Cerrado-Não endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-ES-BR-SC-BR-RS-BR-PR-BR-PE-BR-MA-BR-BA-BR-AL-BR-RO-BR-PA-BR-MT-BR-DF"
"21080",102396,"BR","NATIVA","Não endemica/Amazônia","BR-AM"
"21081",14774,"BR","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-PR"
"21082",24890,"BR","NATIVA","Não endemica/Amazônia","BR-AC"
"21083",14758,"BR","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-ES-BR-PR-BR-PE-BR-BA-BR-GO-BR-DF"
"21084",14765,"BR","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-ES-BR-BA"
"21085",14771,"BR","NATIVA","Endemica/Mata Atlântica","BR-PR"
"21086",14782,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Caatinga-Não endemica/Cerrado-Não endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-PR-BR-BA-BR-PA-BR-GO-BR-DF"
"21087",14786,"BR","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG"
"21088",14795,"BR","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-SC-BR-PR"
"21089",24878,"BR","NATIVA","Não endemica/Amazônia","BR-AM-BR-AC"
"21090",14817,"BR","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-SC-BR-RS-BR-PR"
