,family,scientificName,taxonID
430,Fabaceae,Cenostigma nordestinum E. Gagnon & G.P. Lewis,605753
431,Fabaceae,Chamaecrista amabilis H.S.Irwin & Barneby,18290
432,Fabaceae,Chamaecrista amorimii Barneby,18292
433,Fabaceae,Chamaecrista celiae (H.S.Irwin & Barneby) H.S.Irwin & Barneby,27878
434,Fabaceae,Chamaecrista fulgida Barneby,27955
435,Fabaceae,Chamaecrista lentiscifolia (Benth.) H.S.Irwin & Barneby,27984
436,Fabaceae,Chamaecrista machaeriifolia (Benth.) H.S.Irwin & Barneby,27994
437,Fabaceae,Chamaecrista nuda (H.S.Irwin & Barneby) H.S.Irwin & Barneby,28010
438,Fabaceae,Chamaecrista pteropoda Barneby,78644
439,Fabaceae,Chamaecrista spinulosa (H.S.Irwin & Barneby) H.S.Irwin & Barneby,28082
440,Fabaceae,Chamaecrista subpeltata (Rizzini) H.S.Irwin & Barneby,104861
441,Fabaceae,Chamaecrista unijuga (Benth.) Conc. et al.,105504
442,Fabaceae,Copaifera cearensis Huber ex Ducke,78649
443,Fabaceae,Copaifera piresii Ducke,82971
444,Fabaceae,Coursetia vicioides (Nees & Mart.) Benth.,18440
445,Fabaceae,Cynometra macrocarpa A.S.Tav.,83004
446,Fabaceae,Cynometra marleneae A.S.Tav.,83007
447,Fabaceae,Dahlstedtia lewisiana M.J. Silva & A.M.G. Azevedo,135541
448,Fabaceae,Dicymbe amazonica Ducke,78673
449,Fabaceae,Dicymbe arenicola W.A.Rodrigues,83073
450,Fabaceae,Dimorphandra parviflora Spruce ex Benth.,78684
451,Fabaceae,Eperua praesagata R.S.Cowan,83167
452,Fabaceae,Erythrostemon calycina (Benth.) L.P.Queiroz,109823
453,Fabaceae,"Hymenaea cangaceira R.B.Pinto, Mansano & A.M.G.Azevedo",604374
454,Fabaceae,Leptolobium multijugum Sch.Rodr. & A.M.G.Azevedo,122554
455,Fabaceae,Lonchocarpus praecox Mart. ex Benth.,18695
456,Fabaceae,"Luetzelburgia amazonica D.B.O.S.Cardoso, L.P.Queiroz & H.C.Lima",83297
457,Fabaceae,"Luetzelburgia neurocarpa D.B.O.S.Cardoso, L.P.Queiroz & H.C.Lima",101465
458,Fabaceae,Machaerium caratinganum Kuhlm. & Hoehne,101137
459,Fabaceae,Macrolobium conjunctum R.S.Cowan,83341
460,Fabaceae,Macrolobium duckeanum R.S.Cowan,83345
461,Fabaceae,Macrolobium urupaense Hoehne,115698
462,Fabaceae,Mimosa bispiculata Barneby,31078
463,Fabaceae,Mimosa capito Barneby,31096
464,Fabaceae,Mimosa dominarum Barneby,31145
465,Fabaceae,Mimosa gardneri Benth.,31162
466,Fabaceae,Mimosa hebecarpa Benth.,31175
467,Fabaceae,Mimosa neonitens (Benth.) L.M. Borges,604069
468,Fabaceae,Mimosa rheiptera Barneby,31322
469,Fabaceae,Mimosa sobralii Grings & O.S. Ribas,129847
470,Fabaceae,"Mimosa urandiensis J.Santos-Silva, M.F.Simon & A.M.G.Azevedo",128484
471,Fabaceae,Muellera laticifera (M.J. Silva et al.) M.J. Silva & A.M.G. Azevedo,134217
472,Fabaceae,Muellera nitens M.J. Silva & A.M.G. Azevedo,135539
473,Fabaceae,Myrocarpus leprosus Pickel,101156
474,Fabaceae,Ormosia froesii Rudd,115577
475,Fabaceae,Ormosia limae D.B.O.S.Cardoso & L.P.Queiroz,120563
476,Fabaceae,"Ormosia timboensis D.B.O.S.Cardoso, Meireles & H.C.Lima",581910
477,Fabaceae,Panurea bowdichioides C.H.Stirt. ex Povydysh & M.Yu.Gontsch.,130134
478,Fabaceae,Paramachaerium krukovii Rudd,109317
479,Fabaceae,"Paubrasilia echinata (Lam.) Gagnon, H.C.Lima & G.P.Lewis",602728
480,Fabaceae,Peltogyne excelsa Ducke,78749
481,Fabaceae,Peltogyne micrantha Ducke,78754
482,Fabaceae,Piptadenia loefgreniana Hoehne,18951
483,Fabaceae,"Pterocarpus monophyllus B.B.Klitgaard, L.P.de Queiroz & G.P.Lewis",19001
484,Fabaceae,Pterocarpus ternatus Rizzini,79141
485,Fabaceae,Senegalia cearensis Terra & Garcia,603878
486,Fabaceae,Senegalia giganticarpa (G.P.Lewis) Seigler & Ebinger,101000
487,Fabaceae,Senegalia incerta (Hoehne) Seigler & Ebinger,135087
488,Fabaceae,Senegalia latifoliola (Kuntze) Seigler & Ebinger,103530
489,Fabaceae,Senegalia ricoae (Bocage & Miotto) L.P.Queiroz,103573
490,Fabaceae,Stryphnodendron duckeanum Occhioni,23175
491,Fabaceae,"Swartzia alagoensis R. B. Pinto, Torke & Mansano",130703
492,Fabaceae,"Swartzia arenophila R. B. Pinto, Torke & Mansano",130704
493,Fabaceae,Swartzia fimbriata Ducke,78800
494,Rubiaceae,Kerianthera longiflora Zappi & C.T. Oliveira,127903
495,Rubiaceae,Ladenbergia chapadensis S.Moore,32610
496,Rubiaceae,Palicourea apiculata (Müll.Arg.) C.MTaylor,604052
497,Rubiaceae,Palicourea fissistipula (Müll.Arg.) C.M.Taylor,604054
498,Rubiaceae,Palicourea forsteronioides (Müll.Arg.) C.M.Taylor,604057
499,Rubiaceae,Palicourea malaneoides (Müll.Arg.) C.M.Taylor,604058
500,Rubiaceae,Palicourea minutiflora (Müll.Arg.) C.M.Taylor,604060
501,Rubiaceae,Platycarpum egleri G.K.Rogers,39049
502,Rubiaceae,Platycarpum froesii Bremek.,39050
503,Rubiaceae,Psychotria krukovii Standl.,39135
504,Rubiaceae,Psychotria lagoensis Müll.Arg.,32644
505,Rubiaceae,Psychotria subspathulata (Müll.Arg.) C.M.Taylor,14222
506,Rubiaceae,Remijia physophora Benth. ex K.Schum.,39253
507,Rubiaceae,Retiniphyllum kuhlmannii Standl.,39263
